"name","country","type","filterType","isMotorized","isMechanized","isHorsed","isCarrier","isRecon","isParatrooper","isEngineers","isCavalry","isOnBoat","isDropable","isTrain","isSubmarine","isSupplyShip","isConvoy","canCarryRockets","canCarryBombs","canCarryTorpedo","isInfantry","isFootInfantry","isTransportCandidate"
"Heavy coastal battery","Italy","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Nazi Germany","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Latvia","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Australia","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Lithuania","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Hungary","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Greece","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Spanish Republic","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy coastal battery","Vichy France","Artillery","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heavy infantry","Great Britain","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Switzerland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Philippines","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Slovakia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Canada","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Bulgaria","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Italy","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Romania","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Croatia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Soviet Union","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","USA","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Luxembourg","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Japan","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Poland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Australia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Yugoslavia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Finland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Vichy France","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Iran","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Mongolia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Ireland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Thailand","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Iraq","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Norway","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","British Raj","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","France","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Hungary","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Netherlands","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Spain","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Turkey","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Manchukuo","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Greece","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Sweden","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Saudi Arabia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Communist China","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","China","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Portugal","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Spanish Republic","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","New Zealand","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Denmark","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Belgium","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heavy infantry","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Heinkel 111 H","Hungary","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Heinkel 111 H","Romania","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Heinkel 111 H","Bulgaria","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Heinkel 111 H","Turkey","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Heinkel 111 H","Nazi Germany","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Heinkel 112","Spain","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heinkel 112","Hungary","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heinkel 115","Finland","Plane","FilterBomber","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False"
"Heinkel 115","Sweden","Plane","FilterBomber","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False"
"Heinkel 115","Nazi Germany","Plane","FilterBomber","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False"
"Heinkel 162","Nazi Germany","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False"
"Heinkel 177 A","Nazi Germany","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heinkel 46","Hungary","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Heinkel 51","Spain","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Heinkel 51","Bulgaria","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Heinkel He 219","Nazi Germany","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Heinz Guderian","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Helge Jung","Sweden","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Henri Winkelman","Netherlands","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Henry H. Arnold","USA","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Henry Wynter","Australia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Henschel 123","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Henschel 123","Spain","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Henschel 123","China","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Henschel 126","Nazi Germany","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Henschel 129","Romania","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Henschel 129","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Herluf Trolle class coastal defence ship","Denmark","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hermann Goring","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hermann Hoth","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hideki Tojo","Japan","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hiryu class carrier","Japan","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Hiyo class carrier","Japan","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Ho 229","Nazi Germany","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Horace Robertson","Australia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Horia Macellariu","Romania","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss 25mm mle 34","Vichy France","Artillery","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss 25mm mle 34","France","Artillery","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss H39","France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss H39","Bulgaria","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss H39","Croatia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hotchkiss H39","Vichy France","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Howard Kippenberger","New Zealand","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hrabri class submarine","Yugoslavia","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Hsueh Yueh","China","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hu Zongnan","China","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hugh Dowding","Great Britain","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hugo Österman","Finland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Hugo Sperrle","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Humber Armored Car Mk. III","Canada","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Humber Armored Car Mk. III","Great Britain","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Humber Armored Car Mk. IV","Great Britain","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Humber Armored Car Mk. IV","Canada","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hummel","Nazi Germany","Tank","FilterArtillery","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type I destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type II destroyer","Poland","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type II destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type III destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type III destroyer","Greece","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Hunt class type IV destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"I class destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"I-15 submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"I-201 submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"I-400 submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"IAR-14","Romania","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"IAR-39","Romania","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"IAR-80","Romania","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"IAR-80B","Romania","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Ikarus IK-2","Yugoslavia","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Illustrious class carrier","Great Britain","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Ilyushin DB-3","Soviet Union","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Ilyushin-10","Soviet Union","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False"
"Ilyushin-2","Soviet Union","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False"
"Ilyushin-4","Soviet Union","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False"
"IMAM Ro.37","Italy","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"IMAM Ro.44","Italy","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"IMAM Ro.57","Italy","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Imperial Guards","Japan","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Implacable class carrier","Great Britain","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Independence class carrier","USA","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Ion Antonescu","Romania","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Iowa class battleship","USA","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"IS-1","Soviet Union","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"IS-2","Soviet Union","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"IS-3","Soviet Union","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Ise class battleship","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Isoroku Yamamoto","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"ISU-122","Soviet Union","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"ISU-152","Soviet Union","Tank","FilterArtillery","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Italo Gariboldi","Italy","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Ivan Hindy","Hungary","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Ivan Konev","Soviet Union","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Jagdpanther II","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jagdpanzer 38(t) Hetzer","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jagdpanzer IV L48","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jagdpanzer IV L70","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jagdpanzer V Panther","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jagdtiger","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Janis Balodis","Latvia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Jarl Lundqvist","Finland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Java light cruiser","Netherlands","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Jean de Lattre de Tassigny","France","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Jean Victor Allard","Canada","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"J-K class destroyer","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Johan Laidoner","Estonia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"John Northcott","Australia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"José Miaja","Spanish Republic","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"José Sanjurjo","Spain","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"József Heszlényi","Hungary","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Juan Modesto","Spanish Republic","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Juho Heiskanen","Finland","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Junkers 188","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Junkers 86","Hungary","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Junkers 86","Sweden","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Junkers 87 A","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 A","Spain","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 B","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 B","Hungary","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 C","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 D","Slovakia","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 D","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 D","Hungary","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 D","Bulgaria","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 D","Romania","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 G","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 87 R","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 88","Finland","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 88","Romania","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 88","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junkers 88","Hungary","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Junsen III submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"K class submarine","Soviet Union","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"K V class submarine","Netherlands","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"K VIII class submarine","Netherlands","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"K XI class submarine","Netherlands","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"K XIV class submarine","Netherlands","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Kaga class carrier","Japan","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Kagero class destroyer","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Kaichu VII submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Kaidai V submarine","Japan","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Kamikaze class destroyer","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Kaproni Bulgarski KB-11 Fazan","Bulgaria","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Karel Doorman","Netherlands","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Karl Donitz","Nazi Germany","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Kashi class destroyer","Manchukuo","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Katori class light cruiser","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Katsonis class submarine","Greece","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Kavallerie","Nazi Germany","Infantry","FilterInfantry","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False"
"Kawanishi H6K","Japan","Plane","FilterBomber","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False"
"Kawanishi N1K1-J","Japan","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Kawasaki Ki-32","Manchukuo","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
